               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.033566,            0.015611,            0.018949,             0.59716,             0.57988,             0.58314,             0.35343,            0.033083,           0.0066077,            0.021045,            0.004687,            0.004687,            0.004687
                 163,             0.03338,             0.01562,            0.019538,             0.59861,             0.57954,             0.58499,             0.35473,            0.033095,           0.0066073,            0.021106,            0.004654,            0.004654,            0.004654
                 164,            0.033443,            0.015494,            0.019765,             0.59963,             0.57974,             0.58498,             0.35463,            0.033103,           0.0066071,            0.021108,            0.004621,            0.004621,            0.004621
                 165,            0.033314,            0.015586,            0.019671,             0.59949,             0.57974,             0.58504,             0.35436,            0.033115,           0.0066072,            0.021087,            0.004588,            0.004588,            0.004588
                 166,            0.033492,            0.015481,            0.019478,             0.61074,              0.5721,             0.58403,             0.35388,            0.033118,           0.0066059,            0.021081,            0.004555,            0.004555,            0.004555
                 167,            0.033475,            0.015639,            0.019633,             0.61268,              0.5698,             0.58278,             0.35335,            0.033123,           0.0066062,            0.021045,            0.004522,            0.004522,            0.004522
                 168,            0.033504,            0.015497,            0.019988,              0.6114,             0.57035,             0.58307,             0.35391,            0.033131,           0.0066062,            0.021066,            0.004489,            0.004489,            0.004489
                 169,            0.033128,            0.015594,            0.018748,             0.61142,              0.5708,             0.58281,             0.35446,            0.033135,           0.0066053,            0.021069,            0.004456,            0.004456,            0.004456
                 170,             0.03339,            0.015721,            0.019293,             0.60949,             0.57102,             0.58242,             0.35473,            0.033146,           0.0066049,            0.021102,            0.004423,            0.004423,            0.004423
                 171,            0.033565,            0.015559,            0.019552,             0.60771,             0.57261,             0.58266,              0.3547,            0.033153,           0.0066046,            0.021154,             0.00439,             0.00439,             0.00439
                 172,            0.033221,            0.015508,            0.019411,             0.61009,             0.57113,             0.58365,             0.35548,            0.033154,           0.0066052,            0.021126,            0.004357,            0.004357,            0.004357
                 173,            0.032878,            0.015586,            0.019088,             0.61173,             0.57107,             0.58407,             0.35584,             0.03316,           0.0066074,            0.021058,            0.004324,            0.004324,            0.004324
                 174,            0.033398,            0.015579,            0.019022,             0.60944,             0.57167,             0.58366,             0.35611,            0.033162,           0.0066085,            0.021018,            0.004291,            0.004291,            0.004291
                 175,            0.033075,            0.015494,            0.019523,             0.61822,             0.56823,             0.58395,             0.35561,            0.033174,           0.0066083,            0.021004,            0.004258,            0.004258,            0.004258
                 176,            0.033111,            0.015472,            0.019073,             0.61554,             0.56948,             0.58434,              0.3562,            0.033174,           0.0066092,            0.020985,            0.004225,            0.004225,            0.004225
                 177,            0.032655,            0.015437,            0.018739,             0.61547,             0.56971,             0.58456,             0.35623,            0.033181,           0.0066102,            0.020989,            0.004192,            0.004192,            0.004192
                 178,            0.032725,            0.015558,            0.017997,             0.61508,             0.56979,             0.58447,             0.35595,            0.033191,           0.0066095,            0.020996,            0.004159,            0.004159,            0.004159
                 179,            0.032743,            0.015478,            0.018276,             0.61506,             0.56916,             0.58304,             0.35489,            0.033202,           0.0066102,            0.021007,            0.004126,            0.004126,            0.004126
                 180,            0.032707,            0.015439,            0.019165,              0.5944,             0.58256,             0.58401,             0.35557,            0.033213,           0.0066115,            0.021046,            0.004093,            0.004093,            0.004093
                 181,            0.032486,            0.015516,             0.01887,             0.59383,             0.58269,             0.58366,             0.35549,            0.033223,           0.0066113,            0.021029,             0.00406,             0.00406,             0.00406
                 182,            0.032577,            0.015335,            0.017838,             0.61838,             0.56469,             0.58423,             0.35526,            0.033232,           0.0066114,            0.021028,            0.004027,            0.004027,            0.004027
                 183,            0.032789,            0.015432,            0.018637,             0.59355,             0.58051,             0.58307,             0.35492,            0.033239,           0.0066109,            0.021054,            0.003994,            0.003994,            0.003994
                 184,            0.032545,            0.015482,            0.017344,             0.59432,             0.58031,             0.58349,             0.35521,            0.033248,           0.0066109,            0.021062,            0.003961,            0.003961,            0.003961
                 185,            0.032795,            0.015408,            0.017595,             0.59516,              0.5798,             0.58272,             0.35476,            0.033254,           0.0066116,            0.021094,            0.003928,            0.003928,            0.003928
                 186,            0.032395,            0.015341,            0.017432,             0.59072,             0.58387,             0.58297,             0.35503,            0.033254,           0.0066125,            0.021143,            0.003895,            0.003895,            0.003895
                 187,            0.032769,            0.015239,             0.01768,             0.59035,             0.58471,             0.58326,             0.35537,            0.033257,           0.0066134,            0.021193,            0.003862,            0.003862,            0.003862
                 188,            0.032285,            0.015265,            0.017384,              0.5915,             0.58396,             0.58283,             0.35433,            0.033258,           0.0066136,            0.021197,            0.003829,            0.003829,            0.003829
                 189,            0.032217,            0.015307,            0.017558,             0.60137,             0.58115,             0.58323,             0.35441,            0.033265,           0.0066131,            0.021246,            0.003796,            0.003796,            0.003796
                 190,            0.031984,            0.015338,            0.017256,             0.59758,             0.58257,             0.58274,             0.35399,            0.033275,           0.0066126,            0.021294,            0.003763,            0.003763,            0.003763
                 191,            0.031919,            0.015232,            0.016706,             0.59813,             0.58437,             0.58268,             0.35425,            0.033281,           0.0066135,            0.021342,             0.00373,             0.00373,             0.00373
                 192,            0.032039,            0.014997,            0.017052,             0.59822,             0.58549,             0.58307,             0.35428,            0.033286,           0.0066133,            0.021392,            0.003697,            0.003697,            0.003697
                 193,            0.031586,            0.015198,            0.017611,             0.59961,              0.5844,             0.58319,             0.35424,             0.03329,           0.0066131,            0.021438,            0.003664,            0.003664,            0.003664
                 194,            0.031798,            0.015258,             0.01707,              0.6003,             0.58413,             0.58348,             0.35379,            0.033295,           0.0066131,            0.021481,            0.003631,            0.003631,            0.003631
                 195,            0.031703,            0.015194,            0.017185,             0.59435,             0.58661,             0.58345,             0.35387,            0.033305,           0.0066141,            0.021545,            0.003598,            0.003598,            0.003598
                 196,            0.031833,            0.015176,            0.017602,             0.59495,             0.58656,              0.5838,             0.35455,            0.033317,           0.0066144,            0.021618,            0.003565,            0.003565,            0.003565
                 197,            0.031661,            0.015235,            0.017194,             0.59707,              0.5865,             0.58328,             0.35351,            0.033323,           0.0066161,            0.021676,            0.003532,            0.003532,            0.003532
                 198,            0.031595,             0.01517,            0.017164,             0.59772,             0.58908,             0.58339,             0.35377,            0.033328,           0.0066161,            0.021732,            0.003499,            0.003499,            0.003499
                 199,             0.03121,            0.015193,            0.016874,             0.59814,             0.58873,             0.58342,             0.35399,            0.033336,           0.0066161,            0.021769,            0.003466,            0.003466,            0.003466
                 200,             0.03161,            0.015244,            0.016395,             0.60033,             0.59188,             0.58369,             0.35415,            0.033341,           0.0066163,            0.021812,            0.003433,            0.003433,            0.003433
                 201,            0.031827,            0.015186,            0.016206,             0.59972,             0.59269,             0.58326,             0.35376,            0.033349,           0.0066174,            0.021873,              0.0034,              0.0034,              0.0034
                 202,             0.03138,            0.015203,            0.015754,              0.5993,             0.59332,             0.58227,             0.35338,            0.033355,           0.0066172,            0.021946,            0.003367,            0.003367,            0.003367
                 203,            0.031486,             0.01505,            0.016641,             0.59864,             0.59301,             0.58192,             0.35313,            0.033363,            0.006617,            0.021989,            0.003334,            0.003334,            0.003334
                 204,            0.031187,            0.015041,            0.016544,              0.5983,             0.59409,             0.58196,             0.35325,            0.033374,           0.0066185,            0.022041,            0.003301,            0.003301,            0.003301
                 205,            0.031502,            0.015119,            0.016842,              0.5963,             0.59341,             0.58135,             0.35309,            0.033382,           0.0066192,            0.022036,            0.003268,            0.003268,            0.003268
                 206,            0.031156,            0.015133,            0.016121,             0.59764,             0.59512,             0.58181,             0.35358,            0.033397,           0.0066191,            0.022046,            0.003235,            0.003235,            0.003235
                 207,            0.031668,            0.014987,            0.015613,             0.59584,             0.59401,             0.58188,              0.3536,            0.033405,           0.0066199,             0.02204,            0.003202,            0.003202,            0.003202
                 208,            0.030992,            0.015001,            0.015383,             0.59429,             0.59485,             0.58199,             0.35355,            0.033413,           0.0066202,             0.02206,            0.003169,            0.003169,            0.003169
                 209,            0.030785,             0.01513,            0.016583,             0.59169,             0.59743,             0.58178,             0.35336,            0.033425,           0.0066208,            0.022062,            0.003136,            0.003136,            0.003136
                 210,            0.030902,             0.01495,            0.016209,             0.59191,             0.59733,             0.58306,              0.3539,            0.033437,           0.0066212,            0.022057,            0.003103,            0.003103,            0.003103
                 211,            0.031107,            0.015071,            0.015443,             0.59471,             0.59557,             0.58332,             0.35437,            0.033445,           0.0066227,            0.022073,             0.00307,             0.00307,             0.00307
                 212,            0.030964,            0.015027,            0.016843,             0.59584,             0.59545,             0.58286,             0.35419,            0.033455,           0.0066226,            0.022098,            0.003037,            0.003037,            0.003037
                 213,            0.030643,            0.014896,            0.015508,             0.59931,             0.59671,             0.58336,             0.35442,            0.033462,           0.0066228,            0.022089,            0.003004,            0.003004,            0.003004
                 214,            0.030514,            0.014971,            0.016073,             0.59628,             0.60259,             0.58325,             0.35405,            0.033466,            0.006624,            0.022107,            0.002971,            0.002971,            0.002971
                 215,             0.03079,            0.015017,            0.015213,              0.5982,              0.6031,             0.58353,             0.35435,             0.03347,            0.006625,            0.022133,            0.002938,            0.002938,            0.002938
                 216,            0.030562,            0.015001,            0.014784,             0.59963,             0.60316,             0.58363,             0.35431,            0.033475,           0.0066251,            0.022179,            0.002905,            0.002905,            0.002905
                 217,            0.030559,            0.014858,            0.014841,             0.59768,             0.60475,             0.58373,             0.35438,            0.033481,           0.0066259,            0.022213,            0.002872,            0.002872,            0.002872
                 218,            0.030904,            0.014859,            0.015262,             0.58683,             0.60563,             0.58389,             0.35423,             0.03349,           0.0066267,            0.022227,            0.002839,            0.002839,            0.002839
                 219,             0.03039,            0.014854,             0.01482,             0.59928,             0.60307,             0.58408,             0.35441,            0.033502,           0.0066278,            0.022271,            0.002806,            0.002806,            0.002806
                 220,             0.03027,            0.014945,            0.015396,             0.58871,              0.6029,             0.58468,             0.35472,             0.03351,           0.0066285,              0.0223,            0.002773,            0.002773,            0.002773
                 221,            0.030121,            0.014943,            0.015286,             0.58473,             0.60579,             0.58496,             0.35476,            0.033517,           0.0066297,            0.022337,             0.00274,             0.00274,             0.00274
                 222,            0.030339,            0.014892,            0.013964,             0.58386,             0.60437,             0.58455,             0.35505,            0.033522,           0.0066314,            0.022384,            0.002707,            0.002707,            0.002707
                 223,            0.030216,            0.014771,            0.014093,             0.58116,             0.60598,             0.58434,             0.35506,            0.033528,           0.0066314,            0.022442,            0.002674,            0.002674,            0.002674
                 224,            0.029958,            0.014853,             0.01431,             0.58401,             0.60398,             0.58459,             0.35502,            0.033533,           0.0066331,            0.022481,            0.002641,            0.002641,            0.002641
                 225,            0.030344,            0.014766,             0.01453,             0.58451,             0.60402,             0.58491,             0.35552,            0.033538,           0.0066344,            0.022508,            0.002608,            0.002608,            0.002608
                 226,            0.030202,            0.014841,            0.013582,             0.58401,             0.60441,             0.58502,             0.35527,            0.033535,           0.0066355,            0.022534,            0.002575,            0.002575,            0.002575
                 227,            0.029872,            0.014792,            0.013877,             0.58323,             0.60626,             0.58468,             0.35525,            0.033542,           0.0066369,            0.022573,            0.002542,            0.002542,            0.002542
                 228,            0.029896,            0.014721,            0.014033,             0.58461,              0.6053,             0.58482,             0.35517,            0.033551,            0.006638,            0.022631,            0.002509,            0.002509,            0.002509
                 229,            0.029796,            0.014783,            0.014572,             0.58754,             0.60338,              0.5845,             0.35526,            0.033553,           0.0066387,            0.022665,            0.002476,            0.002476,            0.002476
                 230,            0.029731,            0.014552,            0.013845,              0.5866,             0.60328,             0.58461,             0.35549,             0.03356,           0.0066402,            0.022713,            0.002443,            0.002443,            0.002443
                 231,            0.029207,            0.014643,            0.013809,             0.58695,              0.6027,              0.5843,             0.35505,            0.033566,           0.0066421,            0.022742,             0.00241,             0.00241,             0.00241
                 232,            0.029511,            0.014609,            0.014284,             0.58704,             0.60254,             0.58442,             0.35511,            0.033572,           0.0066432,            0.022768,            0.002377,            0.002377,            0.002377
                 233,            0.029427,            0.014613,            0.014048,             0.58741,             0.60461,             0.58458,             0.35596,            0.033573,           0.0066443,            0.022809,            0.002344,            0.002344,            0.002344
                 234,            0.029587,            0.014596,             0.01395,             0.58669,             0.60419,             0.58443,             0.35606,            0.033582,           0.0066455,            0.022859,            0.002311,            0.002311,            0.002311
                 235,            0.029356,            0.014551,            0.013714,             0.58681,             0.60357,             0.58466,             0.35629,            0.033591,           0.0066469,            0.022897,            0.002278,            0.002278,            0.002278
                 236,            0.029255,            0.014652,            0.013097,              0.5857,             0.60357,             0.58461,              0.3558,            0.033599,           0.0066491,            0.022886,            0.002245,            0.002245,            0.002245
                 237,             0.02936,            0.014586,            0.012999,             0.59727,             0.60251,             0.58407,             0.35502,            0.033604,           0.0066507,            0.022878,            0.002212,            0.002212,            0.002212
                 238,            0.028993,             0.01457,            0.013465,             0.59889,             0.60067,             0.58405,             0.35525,            0.033609,           0.0066529,             0.02288,            0.002179,            0.002179,            0.002179
                 239,            0.029101,            0.014541,            0.012785,             0.60261,             0.59604,             0.58452,             0.35563,            0.033622,           0.0066548,            0.022879,            0.002146,            0.002146,            0.002146
                 240,            0.029105,            0.014559,            0.012389,             0.60306,             0.59559,             0.58435,             0.35535,            0.033629,           0.0066568,            0.022869,            0.002113,            0.002113,            0.002113
                 241,            0.028732,            0.014448,            0.013256,               0.603,              0.5947,             0.58462,             0.35559,            0.033639,           0.0066586,            0.022892,             0.00208,             0.00208,             0.00208
                 242,            0.028901,            0.014335,            0.013108,             0.59882,             0.59751,             0.58457,             0.35541,            0.033645,           0.0066609,            0.022894,            0.002047,            0.002047,            0.002047
                 243,            0.028724,            0.014387,            0.012952,             0.59873,             0.59545,             0.58421,             0.35565,            0.033647,           0.0066624,              0.0229,            0.002014,            0.002014,            0.002014
                 244,            0.028581,            0.014411,             0.01291,             0.59982,             0.59451,             0.58433,             0.35612,             0.03366,           0.0066648,             0.02294,            0.001981,            0.001981,            0.001981
                 245,            0.028365,            0.014496,            0.012158,             0.60188,             0.59264,              0.5841,             0.35571,            0.033668,           0.0066666,            0.022971,            0.001948,            0.001948,            0.001948
                 246,             0.02817,            0.014443,            0.012631,             0.60193,             0.59004,             0.58389,             0.35586,            0.033678,           0.0066691,            0.023025,            0.001915,            0.001915,            0.001915
                 247,            0.028035,            0.014257,            0.012685,             0.60352,             0.58756,             0.58366,              0.3555,            0.033687,           0.0066709,             0.02307,            0.001882,            0.001882,            0.001882
                 248,            0.028365,            0.014383,            0.012512,             0.60418,             0.58665,             0.58314,             0.35508,            0.033696,           0.0066736,            0.023097,            0.001849,            0.001849,            0.001849
                 249,            0.028003,            0.014195,            0.012428,             0.60449,             0.58636,             0.58301,             0.35522,            0.033709,           0.0066763,            0.023125,            0.001816,            0.001816,            0.001816
                 250,            0.027927,             0.01431,            0.012186,             0.60381,             0.58638,             0.58261,             0.35496,            0.033719,           0.0066792,             0.02317,            0.001783,            0.001783,            0.001783
                 251,            0.027968,            0.014272,            0.011842,             0.60295,              0.5878,             0.58284,             0.35502,            0.033728,           0.0066818,            0.023191,             0.00175,             0.00175,             0.00175
                 252,            0.027812,            0.014232,            0.011879,              0.6023,               0.589,             0.58285,             0.35513,            0.033734,           0.0066851,            0.023195,            0.001717,            0.001717,            0.001717
                 253,            0.027909,            0.014202,            0.012153,             0.59086,             0.58906,             0.58282,              0.3543,            0.033745,           0.0066881,            0.023245,            0.001684,            0.001684,            0.001684
                 254,            0.027883,             0.01419,            0.011513,             0.60408,             0.58505,             0.58305,             0.35448,            0.033754,           0.0066913,            0.023273,            0.001651,            0.001651,            0.001651
                 255,            0.027359,             0.01418,            0.011464,             0.60667,             0.58283,             0.58289,             0.35432,            0.033759,           0.0066938,            0.023289,            0.001618,            0.001618,            0.001618
                 256,            0.027812,            0.014314,            0.011498,             0.60657,             0.58351,             0.58262,             0.35425,            0.033772,           0.0066967,            0.023309,            0.001585,            0.001585,            0.001585
                 257,             0.02759,            0.014164,            0.011919,             0.60679,             0.58485,             0.58256,             0.35419,            0.033785,            0.006699,            0.023335,            0.001552,            0.001552,            0.001552
                 258,            0.027585,            0.014252,            0.010971,             0.59493,             0.58574,              0.5826,             0.35408,            0.033792,           0.0067027,            0.023371,            0.001519,            0.001519,            0.001519
                 259,            0.027154,            0.014049,            0.011499,             0.60839,              0.5824,             0.58286,             0.35423,            0.033803,           0.0067056,            0.023432,            0.001486,            0.001486,            0.001486
                 260,            0.027379,            0.014195,            0.011229,             0.59855,             0.58351,             0.58307,             0.35456,            0.033814,           0.0067094,            0.023474,            0.001453,            0.001453,            0.001453
                 261,             0.02719,             0.01408,             0.01171,              0.5991,             0.58469,             0.58285,              0.3546,            0.033818,           0.0067122,            0.023489,             0.00142,             0.00142,             0.00142
                 262,            0.026887,            0.014064,            0.011371,              0.6001,             0.58436,             0.58269,             0.35472,            0.033828,           0.0067155,            0.023514,            0.001387,            0.001387,            0.001387
                 263,            0.027069,            0.014161,            0.011244,             0.59997,             0.58514,             0.58289,             0.35477,            0.033836,           0.0067186,             0.02354,            0.001354,            0.001354,            0.001354
                 264,            0.026841,            0.014139,            0.011315,             0.59493,             0.59149,             0.58289,             0.35454,            0.033843,           0.0067224,            0.023609,            0.001321,            0.001321,            0.001321
                 265,            0.026875,            0.014068,            0.011302,              0.5999,             0.58465,             0.58256,             0.35438,             0.03385,           0.0067258,            0.023664,            0.001288,            0.001288,            0.001288
                 266,            0.026847,            0.013965,            0.011077,             0.59818,             0.58607,             0.58343,             0.35498,             0.03386,           0.0067298,            0.023726,            0.001255,            0.001255,            0.001255
                 267,            0.026846,            0.014037,            0.010985,             0.59767,             0.58626,             0.58331,              0.3551,            0.033869,            0.006734,            0.023774,            0.001222,            0.001222,            0.001222
                 268,            0.026634,            0.013959,            0.010775,             0.59693,             0.58734,              0.5834,             0.35486,            0.033878,            0.006736,            0.023833,            0.001189,            0.001189,            0.001189
                 269,            0.026633,            0.014095,            0.010771,             0.59839,             0.58663,              0.5833,             0.35483,            0.033887,           0.0067413,             0.02388,            0.001156,            0.001156,            0.001156
                 270,            0.026146,            0.013846,            0.011056,             0.59731,             0.58641,             0.58317,             0.35478,            0.033896,           0.0067459,            0.023911,            0.001123,            0.001123,            0.001123
                 271,            0.026263,            0.014005,            0.010396,              0.5992,             0.58637,             0.58348,             0.35504,            0.033914,           0.0067482,            0.023961,             0.00109,             0.00109,             0.00109
                 272,            0.026139,            0.013909,            0.010365,             0.59858,              0.5865,             0.58312,             0.35487,            0.033926,           0.0067514,            0.024015,            0.001057,            0.001057,            0.001057
                 273,             0.02603,            0.013937,            0.010042,             0.59969,             0.58472,             0.58318,             0.35487,            0.033936,           0.0067569,            0.024058,            0.001024,            0.001024,            0.001024
                 274,             0.02602,            0.013853,            0.010361,             0.60011,             0.58321,             0.58328,             0.35506,            0.033944,           0.0067608,            0.024083,            0.000991,            0.000991,            0.000991
                 275,            0.025722,            0.013904,           0.0097786,             0.60423,             0.58436,             0.58357,             0.35514,            0.033958,           0.0067647,            0.024143,            0.000958,            0.000958,            0.000958
                 276,            0.025509,            0.013759,            0.010463,             0.60708,             0.58136,             0.58382,             0.35491,             0.03397,           0.0067694,             0.02419,            0.000925,            0.000925,            0.000925
                 277,            0.025661,            0.013735,            0.010418,             0.60786,             0.58837,             0.58525,             0.35609,            0.033985,           0.0067737,            0.024247,            0.000892,            0.000892,            0.000892
                 278,            0.025547,            0.013726,            0.010272,             0.60743,             0.58868,              0.5851,             0.35628,            0.033997,            0.006778,            0.024277,            0.000859,            0.000859,            0.000859
                 279,            0.024958,            0.013731,           0.0098252,             0.60749,             0.58922,              0.5854,              0.3566,            0.034004,           0.0067832,             0.02431,            0.000826,            0.000826,            0.000826
                 280,            0.025448,            0.013723,           0.0098816,             0.60579,             0.58963,             0.58546,             0.35625,             0.03401,           0.0067874,            0.024347,            0.000793,            0.000793,            0.000793
                 281,            0.025487,            0.013744,           0.0097474,              0.6065,             0.58668,             0.58479,             0.35609,            0.034021,           0.0067919,            0.024376,             0.00076,             0.00076,             0.00076
                 282,            0.025192,            0.013693,            0.009977,             0.60573,              0.5891,             0.58489,             0.35639,            0.034033,           0.0067972,            0.024411,            0.000727,            0.000727,            0.000727
                 283,            0.025238,            0.013665,           0.0097124,             0.60706,             0.58799,             0.58509,             0.35675,            0.034042,           0.0068014,            0.024455,            0.000694,            0.000694,            0.000694
                 284,            0.024959,            0.013645,            0.009888,             0.60794,             0.58995,              0.5854,             0.35698,             0.03405,           0.0068055,            0.024505,            0.000661,            0.000661,            0.000661
                 285,              0.0252,            0.013689,           0.0095434,             0.60745,                0.59,              0.5851,             0.35719,            0.034065,           0.0068108,            0.024563,            0.000628,            0.000628,            0.000628
                 286,            0.024555,            0.013585,           0.0094065,             0.60784,             0.58982,             0.58508,             0.35715,            0.034079,           0.0068153,             0.02462,            0.000595,            0.000595,            0.000595
                 287,            0.024545,            0.013504,           0.0098859,             0.60829,             0.59073,             0.58511,             0.35681,            0.034091,           0.0068191,            0.024685,            0.000562,            0.000562,            0.000562
                 288,            0.025001,            0.013591,           0.0096638,             0.60715,             0.59027,             0.58492,             0.35693,            0.034099,           0.0068241,            0.024745,            0.000529,            0.000529,            0.000529
                 289,            0.024637,            0.013515,           0.0093177,             0.60775,             0.58998,              0.5847,             0.35674,            0.034107,           0.0068278,            0.024798,            0.000496,            0.000496,            0.000496
                 290,            0.024347,            0.013471,           0.0090776,             0.60742,              0.5887,             0.58472,             0.35683,            0.034117,           0.0068325,            0.024856,            0.000463,            0.000463,            0.000463
                 291,            0.024152,            0.013496,           0.0090499,             0.60817,             0.58712,             0.58477,             0.35672,            0.034129,           0.0068365,            0.024903,             0.00043,             0.00043,             0.00043
                 292,            0.024608,            0.013468,           0.0088014,             0.60843,             0.58689,             0.58462,             0.35653,            0.034137,           0.0068408,            0.024973,            0.000397,            0.000397,            0.000397
                 293,            0.024214,            0.013459,           0.0090044,             0.60925,             0.58705,             0.58491,             0.35697,            0.034144,           0.0068445,            0.025033,            0.000364,            0.000364,            0.000364
                 294,            0.024236,            0.013556,           0.0089784,             0.60934,             0.58637,             0.58548,             0.35781,            0.034151,           0.0068487,            0.025095,            0.000331,            0.000331,            0.000331
                 295,            0.023804,            0.013359,           0.0087475,             0.61035,             0.58568,              0.5853,             0.35773,            0.034159,           0.0068534,            0.025159,            0.000298,            0.000298,            0.000298
                 296,            0.024159,            0.013372,           0.0093259,              0.6113,             0.58596,              0.5851,             0.35808,            0.034166,           0.0068577,            0.025207,            0.000265,            0.000265,            0.000265
                 297,             0.02408,            0.013457,           0.0088601,             0.61087,             0.58385,              0.5848,             0.36027,            0.034173,           0.0068613,            0.025261,            0.000232,            0.000232,            0.000232
                 298,            0.023775,            0.013468,           0.0085292,             0.61133,             0.58355,             0.58512,             0.36034,             0.03418,           0.0068652,            0.025325,            0.000199,            0.000199,            0.000199
                 299,            0.023747,            0.013314,           0.0087873,             0.61191,             0.58273,             0.58486,             0.36039,            0.034187,           0.0068693,            0.025377,            0.000166,            0.000166,            0.000166
